mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.004936408996582031,0.00214530473281624,0.0,0.0,"{0: 0.30000000000000004, 1: 0.7}",l1,"{'class_weight': {0: 0.30000000000000004, 1: 0.7}, 'penalty': 'l1'}",,,,,,,,43
0.22248616218566894,0.018046171931614053,0.012863874435424805,0.003044727516408022,"{0: 0.30000000000000004, 1: 0.7}",l2,"{'class_weight': {0: 0.30000000000000004, 1: 0.7}, 'penalty': 'l2'}",0.7874015748031497,0.8181818181818182,0.7999999999999999,0.7794117647058824,0.7741935483870968,0.7918377412155893,0.015786290665599417,9
0.20508193969726562,0.012535076858195947,0.010976600646972656,0.0023146805806383316,"{0: 0.35000000000000003, 1: 0.6499999999999999}",,"{'class_weight': {0: 0.35000000000000003, 1: 0.6499999999999999}, 'penalty': None}",0.7868852459016393,0.8188976377952756,0.8031496062992127,0.7611940298507464,0.7704918032786884,0.7881236646251124,0.02102587830472869,11
0.004942846298217773,0.0013124919037273389,0.0,0.0,"{0: 0.35000000000000003, 1: 0.6499999999999999}",l1,"{'class_weight': {0: 0.35000000000000003, 1: 0.6499999999999999}, 'penalty': 'l1'}",,,,,,,,43
0.18976883888244628,0.023075548395588397,0.010006189346313477,0.004304151777201856,"{0: 0.35000000000000003, 1: 0.6499999999999999}",l2,"{'class_weight': {0: 0.35000000000000003, 1: 0.6499999999999999}, 'penalty': 'l2'}",0.7868852459016393,0.8188976377952756,0.8031496062992127,0.7611940298507464,0.7704918032786884,0.7881236646251124,0.02102587830472869,11
0.21737351417541503,0.0294217962984666,0.010552644729614258,0.003021598428025646,"{0: 0.4, 1: 0.6}",,"{'class_weight': {0: 0.4, 1: 0.6}, 'penalty': None}",0.7586206896551724,0.7804878048780488,0.7796610169491526,0.7611940298507464,0.7627118644067796,0.7685350811479801,0.009515777404452374,15
0.005795574188232422,0.0025550051519152147,0.0,0.0,"{0: 0.4, 1: 0.6}",l1,"{'class_weight': {0: 0.4, 1: 0.6}, 'penalty': 'l1'}",,,,,,,,43
0.19807591438293456,0.03010423360117201,0.010162782669067384,0.00350529961444769,"{0: 0.4, 1: 0.6}",l2,"{'class_weight': {0: 0.4, 1: 0.6}, 'penalty': 'l2'}",0.7478260869565218,0.7804878048780488,0.7796610169491526,0.7611940298507464,0.7627118644067796,0.7663761606082499,0.012328930937597817,16
0.18877606391906737,0.018430005104806708,0.008872747421264648,0.003230135142112683,"{0: 0.45, 1: 0.55}",,"{'class_weight': {0: 0.45, 1: 0.55}, 'penalty': None}",0.7142857142857143,0.7603305785123967,0.7758620689655172,0.7538461538461538,0.7478260869565218,0.7504301205132607,0.020345375133965185,18
0.0056477546691894535,0.0022063449599476394,0.0,0.0,"{0: 0.45, 1: 0.55}",l1,"{'class_weight': {0: 0.45, 1: 0.55}, 'penalty': 'l1'}",,,,,,,,43
0.2248389720916748,0.025166045134294452,0.011603641510009765,0.005990432305967562,"{0: 0.45, 1: 0.55}",l2,"{'class_weight': {0: 0.45, 1: 0.55}, 'penalty': 'l2'}",0.7142857142857143,0.7603305785123967,0.7758620689655172,0.7596899224806202,0.7478260869565218,0.751598874240154,0.020673249232191278,17
0.20989503860473632,0.02391546266907208,0.011936044692993164,0.003698947292117463,"{0: 0.5, 1: 0.5}",,"{'class_weight': {0: 0.5, 1: 0.5}, 'penalty': None}",0.6909090909090908,0.717948717948718,0.782608695652174,0.7716535433070865,0.7256637168141592,0.7377567529262457,0.03433363474194183,19
0.005762338638305664,0.0021630894513793224,0.0,0.0,"{0: 0.5, 1: 0.5}",l1,"{'class_weight': {0: 0.5, 1: 0.5}, 'penalty': 'l1'}",,,,,,,,43
0.19868602752685546,0.01429258963427055,0.008837366104125976,0.0024315413580881058,"{0: 0.5, 1: 0.5}",l2,"{'class_weight': {0: 0.5, 1: 0.5}, 'penalty': 'l2'}",0.6909090909090908,0.706896551724138,0.782608695652174,0.7716535433070865,0.7256637168141592,0.7355463196813297,0.035859604197140356,20
0.2027794361114502,0.017981706799965982,0.011266326904296875,0.00299932119990179,"{0: 0.55, 1: 0.44999999999999996}",,"{'class_weight': {0: 0.55, 1: 0.44999999999999996}, 'penalty': None}",0.6728971962616822,0.6956521739130435,0.7272727272727274,0.7716535433070865,0.6909090909090908,0.7116769463327262,0.034734382773631174,22
0.006763267517089844,0.002666349739849232,0.0,0.0,"{0: 0.55, 1: 0.44999999999999996}",l1,"{'class_weight': {0: 0.55, 1: 0.44999999999999996}, 'penalty': 'l1'}",,,,,,,,43
0.2177133083343506,0.022022730142093484,0.008644437789916993,0.0019566952773966977,"{0: 0.55, 1: 0.44999999999999996}",l2,"{'class_weight': {0: 0.55, 1: 0.44999999999999996}, 'penalty': 'l2'}",0.6728971962616822,0.7017543859649124,0.7272727272727274,0.7716535433070865,0.6909090909090908,0.7128973887430999,0.034253768283477135,21
0.22828917503356932,0.027680958134897377,0.010928678512573241,0.0026819835796986374,"{0: 0.6000000000000001, 1: 0.3999999999999999}",,"{'class_weight': {0: 0.6000000000000001, 1: 0.3999999999999999}, 'penalty': None}",0.660377358490566,0.6902654867256638,0.7037037037037037,0.7580645161290324,0.6666666666666667,0.6958155463431265,0.03485249710530176,24
0.005125522613525391,0.001175769522619362,0.0,0.0,"{0: 0.6000000000000001, 1: 0.3999999999999999}",l1,"{'class_weight': {0: 0.6000000000000001, 1: 0.3999999999999999}, 'penalty': 'l1'}",,,,,,,,43
0.21907243728637696,0.027707816260101922,0.01277918815612793,0.0026570765497147143,"{0: 0.6000000000000001, 1: 0.3999999999999999}",l2,"{'class_weight': {0: 0.6000000000000001, 1: 0.3999999999999999}, 'penalty': 'l2'}",0.660377358490566,0.7017543859649124,0.7037037037037037,0.7580645161290324,0.6666666666666667,0.6981133261909763,0.03478951125131055,23
0.26641116142272947,0.06738982021424027,0.012051868438720702,0.0020868681635372137,"{0: 0.65, 1: 0.35}",,"{'class_weight': {0: 0.65, 1: 0.35}, 'penalty': None}",0.6213592233009708,0.6605504587155964,0.6915887850467289,0.7580645161290324,0.6666666666666667,0.6796459299717992,0.045216246892487204,25
0.004025602340698242,0.00013277338658124503,0.0,0.0,"{0: 0.65, 1: 0.35}",l1,"{'class_weight': {0: 0.65, 1: 0.35}, 'penalty': 'l1'}",,,,,,,,43
0.30504555702209474,0.043418064423319955,0.010677862167358398,0.004910696270835408,"{0: 0.65, 1: 0.35}",l2,"{'class_weight': {0: 0.65, 1: 0.35}, 'penalty': 'l2'}",0.6213592233009708,0.6605504587155964,0.679245283018868,0.7580645161290324,0.6666666666666667,0.6771772295662268,0.04483213409461911,26
0.25056896209716795,0.02100346614290785,0.010816431045532227,0.0031053586912888646,"{0: 0.7000000000000001, 1: 0.29999999999999993}",,"{'class_weight': {0: 0.7000000000000001, 1: 0.29999999999999993}, 'penalty': None}",0.5940594059405941,0.6355140186915887,0.6407766990291262,0.7438016528925621,0.6285714285714286,0.6485446410250599,0.05034204288485438,27
0.004920148849487304,0.0023869956986840757,0.0,0.0,"{0: 0.7000000000000001, 1: 0.29999999999999993}",l1,"{'class_weight': {0: 0.7000000000000001, 1: 0.29999999999999993}, 'penalty': 'l1'}",,,,,,,,43
0.2286353588104248,0.01595679833342706,0.012431526184082031,0.0017761030198062725,"{0: 0.7000000000000001, 1: 0.29999999999999993}",l2,"{'class_weight': {0: 0.7000000000000001, 1: 0.29999999999999993}, 'penalty': 'l2'}",0.5940594059405941,0.6355140186915887,0.6407766990291262,0.7438016528925621,0.6285714285714286,0.6485446410250599,0.05034204288485438,27
0.24319877624511718,0.024070298505017042,0.01266484260559082,0.0030327152244625285,"{0: 0.75, 1: 0.25}",,"{'class_weight': {0: 0.75, 1: 0.25}, 'penalty': None}",0.5416666666666667,0.6226415094339622,0.5714285714285713,0.6666666666666667,0.5306122448979592,0.5866031318187652,0.05117317046081191,29
0.006096315383911133,0.001245531100716626,0.0,0.0,"{0: 0.75, 1: 0.25}",l1,"{'class_weight': {0: 0.75, 1: 0.25}, 'penalty': 'l1'}",,,,,,,,43
0.23148083686828613,0.044089683806241245,0.0116943359375,0.0028499580701332205,"{0: 0.75, 1: 0.25}",l2,"{'class_weight': {0: 0.75, 1: 0.25}, 'penalty': 'l2'}",0.5416666666666667,0.6226415094339622,0.5714285714285713,0.6666666666666667,0.5306122448979592,0.5866031318187652,0.05117317046081191,29
0.26598176956176756,0.043765844279159104,0.009713220596313476,0.003739447819998708,"{0: 0.8, 1: 0.19999999999999996}",,"{'class_weight': {0: 0.8, 1: 0.19999999999999996}, 'penalty': None}",0.4835164835164836,0.56,0.5319148936170213,0.6181818181818182,0.48421052631578954,0.5355647443262226,0.05056137099265598,31
0.006009817123413086,0.0024227331986944097,0.0,0.0,"{0: 0.8, 1: 0.19999999999999996}",l1,"{'class_weight': {0: 0.8, 1: 0.19999999999999996}, 'penalty': 'l1'}",,,,,,,,43
0.242218017578125,0.036425410702016,0.012449121475219727,0.0022467088853118777,"{0: 0.8, 1: 0.19999999999999996}",l2,"{'class_weight': {0: 0.8, 1: 0.19999999999999996}, 'penalty': 'l2'}",0.4835164835164836,0.56,0.5319148936170213,0.6181818181818182,0.48421052631578954,0.5355647443262226,0.05056137099265598,31
0.27016139030456543,0.01855018602881014,0.011043405532836914,0.002609531525572258,"{0: 0.8500000000000001, 1: 0.1499999999999999}",,"{'class_weight': {0: 0.8500000000000001, 1: 0.1499999999999999}, 'penalty': None}",0.43181818181818177,0.56,0.43181818181818177,0.5242718446601942,0.4516129032258064,0.4799042223044728,0.05255236023750138,33
0.0062999725341796875,0.0016840742400006392,0.0,0.0,"{0: 0.8500000000000001, 1: 0.1499999999999999}",l1,"{'class_weight': {0: 0.8500000000000001, 1: 0.1499999999999999}, 'penalty': 'l1'}",,,,,,,,43
0.2324547290802002,0.035544300780766834,0.010080528259277344,0.0034906681061743798,"{0: 0.8500000000000001, 1: 0.1499999999999999}",l2,"{'class_weight': {0: 0.8500000000000001, 1: 0.1499999999999999}, 'penalty': 'l2'}",0.43181818181818177,0.5454545454545454,0.41379310344827586,0.5098039215686274,0.4516129032258064,0.47049653110308737,0.04946040774951424,34
0.325208044052124,0.08851808120994743,0.013691139221191407,0.0062034526587125645,"{0: 0.9, 1: 0.09999999999999998}",,"{'class_weight': {0: 0.9, 1: 0.09999999999999998}, 'penalty': None}",0.41379310344827586,0.4893617021276595,0.3764705882352941,0.4516129032258064,0.43181818181818177,0.43261129577104346,0.03765156608206194,35
0.005997800827026367,0.0015795699857550811,0.0,0.0,"{0: 0.9, 1: 0.09999999999999998}",l1,"{'class_weight': {0: 0.9, 1: 0.09999999999999998}, 'penalty': 'l1'}",,,,,,,,43
0.2684186935424805,0.052331678425978134,0.011588335037231445,0.0036735957808993864,"{0: 0.9, 1: 0.09999999999999998}",l2,"{'class_weight': {0: 0.9, 1: 0.09999999999999998}, 'penalty': 'l2'}",0.41379310344827586,0.4893617021276595,0.3571428571428571,0.43010752688172044,0.449438202247191,0.4279686783695407,0.043478413888821954,36
0.2969013214111328,0.019448594304059232,0.012364673614501952,0.004498655616290646,"{0: 0.9500000000000001, 1: 0.04999999999999993}",,"{'class_weight': {0: 0.9500000000000001, 1: 0.04999999999999993}, 'penalty': None}",0.3373493975903614,0.4,0.27848101265822783,0.4186046511627907,0.4,0.366887012282276,0.0520686960347171,37
0.0060694217681884766,0.0028512326737032087,0.0,0.0,"{0: 0.9500000000000001, 1: 0.04999999999999993}",l1,"{'class_weight': {0: 0.9500000000000001, 1: 0.04999999999999993}, 'penalty': 'l1'}",,,,,,,,43
0.2970250129699707,0.027472673083368586,0.010010433197021485,0.001816348161681057,"{0: 0.9500000000000001, 1: 0.04999999999999993}",l2,"{'class_weight': {0: 0.9500000000000001, 1: 0.04999999999999993}, 'penalty': 'l2'}",0.3373493975903614,0.36144578313253006,0.3,0.4186046511627907,0.4,0.3634799663771364,0.042635887199325935,38
0.1875920295715332,0.00922054345966275,0.013427352905273438,0.0035261031147920765,"{0: 1.0, 1: 0.0}",,"{'class_weight': {0: 1.0, 1: 0.0}, 'penalty': None}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
0.004443454742431641,0.000646922942801071,0.0,0.0,"{0: 1.0, 1: 0.0}",l1,"{'class_weight': {0: 1.0, 1: 0.0}, 'penalty': 'l1'}",,,,,,,,43
0.2511131286621094,0.012675366922160048,0.01074376106262207,0.002328720508597961,"{0: 1.0, 1: 0.0}",l2,"{'class_weight': {0: 1.0, 1: 0.0}, 'penalty': 'l2'}",0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
